설치장소명,설치장소상세,설치시도명,설치시군구명,설치시설구분,서비스제공사명,와이파이SSID,설치년월,소재지도로명주소,소재지지번주소,관리기관명,관리기관전화번호,위도,경도,데이터기준일자
한수풀도서관,A동 1층 로비,제주특별자치도,제주시,관공서,KT,Jeju Free WiFI,Nov-18,제주특별자치도 제주시 한림상로 240-11,제주특별자치도 제주시 한림읍 대림리 1877,제주특별자치도,064-710-2352,33.4202925,126.268639,2019-08-31
한수풀도서관,B동 1층 로비,제주특별자치도,제주시,관공서,KT,Jeju Free WiFI,Nov-18,제주특별자치도 제주시 한림상로 240-11,제주특별자치도 제주시 한림읍 대림리 1877,제주특별자치도,064-710-2352,33.4202925,126.268639,2019-08-31
동녁도서관,1층 로비,제주특별자치도,제주시,관공서,KT,Jeju Free WiFI,Nov-18,제주특별자치도 제주시 일주동로 3132,제주특별자치도 제주시 구좌읍 세화리 1198-1,제주특별자치도,064-710-2352,33.520448,126.854641,2019-08-31
동녁도서관,2층 로비,제주특별자치도,제주시,관공서,KT,Jeju Free WiFI,Nov-18,제주특별자치도 제주시 일주동로 3132,제주특별자치도 제주시 구좌읍 세화리 1198-1,제주특별자치도,064-710-2352,33.520448,126.854641,2019-08-31
제주외국어학습센터,1층 로비,제주특별자치도,제주시,관공서,KT,Jeju Free WiFI,Nov-18,제주특별자치도 제주시 전농로 88,제주특별자치도 제주시 삼도1동 305-8,제주특별자치도,064-710-2352,33.504171,126.522423,2019-08-31
제주외국어학습센터,2층 로비,제주특별자치도,제주시,관공서,KT,Jeju Free WiFI,Nov-18,제주특별자치도 제주시 전농로 88,제주특별자치도 제주시 삼도1동 305-8,제주특별자치도,064-710-2352,33.504171,126.522423,2019-08-31
제주외국어학습센터,3층 로비,제주특별자치도,제주시,관공서,KT,Jeju Free WiFI,Nov-18,제주특별자치도 제주시 전농로 88,제주특별자치도 제주시 삼도1동 305-8,제주특별자치도,064-710-2352,33.504171,126.522423,2019-08-31
신제주외국문화학습관,1층 로비,제주특별자치도,제주시,관공서,KT,Jeju Free WiFI,Oct-18,제주특별자치도 제주시 1100로 3213,제주특별자치도 제주시 노형동 607,제주특별자치도,064-710-2352,33.471856,126.483949,2019-08-31
신제주외국문화학습관,2층 로비,제주특별자치도,제주시,관공서,KT,Jeju Free WiFI,Oct-18,제주특별자치도 제주시 1100로 3213,제주특별자치도 제주시 노형동 607,제주특별자치도,064-710-2352,33.471856,126.483949,2019-08-31
신제주외국문화학습관,3층 로비,제주특별자치도,제주시,관공서,KT,Jeju Free WiFI,Oct-18,제주특별자치도 제주시 1100로 3213,제주특별자치도 제주시 노형동 607,제주특별자치도,064-710-2352,33.471856,126.483949,2019-08-31
서부외국문화학습관,1층 로비,제주특별자치도,제주시,관공서,KT,Jeju Free WiFI,Nov-18,제주특별자치도 제주시 한림로4길 16,제주특별자치도 제주시 한립읍 한림리 1383,제주특별자치도,064-710-2352,33.410578,126.262112,2019-08-31
서부외국문화학습관,2층 로비,제주특별자치도,제주시,관공서,KT,Jeju Free WiFI,Nov-18,제주특별자치도 제주시 한림로4길 16,제주특별자치도 제주시 한립읍 한림리 1383,제주특별자치도,064-710-2352,33.410578,126.262112,2019-08-31
제주다문화교육센터,1층 로비,제주특별자치도,제주시,관공서,KT,Jeju Free WiFI,Nov-18,제주특별자치도 제주시 신흥로 2길 2-21,제주특별자치도 제주시 조천읍 신흥리 94,제주특별자치도,064-710-2352,33.548332,126.653977,2019-08-31
제주교육박물관,사무동 지하,제주특별자치도,제주시,관공서,KT,Jeju Free WiFI,Oct-18,제주특별자치도 제주시 오복4길 25,제주특별자치도 제주시 이도2동 539-14,제주특별자치도,064-710-2352,33.494121,126.538003,2019-08-31
제주교육박물관,전시동 2층 로비,제주특별자치도,제주시,관공서,KT,Jeju Free WiFI,Oct-18,제주특별자치도 제주시 오복4길 25,제주특별자치도 제주시 이도2동 539-14,제주특별자치도,064-710-2352,33.494525,126.537958,2019-08-31
제주종합비지니스센터,1층 관광협회 홍보관,제주특별자치도,제주시,관공서,KT,Jeju Free WiFI,Nov-18,제주특별자치도 제주시 첨단로 213-65,제주특별자치도 제주시 영평동 2170-4,제주특별자치도,064-710-2352,33.4523832,126.572705,2019-08-31
제주중앙여자고등학교(광양방면) (제주지방법원(광양방면)방면),사거리 북동쪽 가로등,제주특별자치도,제주시,교통시설,KT,Jeju Free WiFI,Oct-18,제주특별자치도 제주시 이도2동 1987-5,,제주특별자치도,064-710-2352,33.489357,126.538995,2019-08-31
제주중앙 여자중학교[서] (삼도1동 주민센터방면),정류장 지붕,제주특별자치도,제주시,교통시설,KT,Jeju Free WiFI,Nov-18,제주특별자치도 제주시 서사로 76,제주특별자치도 제주시 삼도1동 787-11,제주특별자치도,064-710-2352,33.505636,126.519777,2019-08-31
제주중앙 여자중학교[동] (농협지역본부방면),건너편 정류장 방향 가로등,제주특별자치도,제주시,교통시설,KT,Jeju Free WiFI,Nov-18,제주특별자치도 제주시 서사로 76,제주특별자치도 제주시 삼도1동 787-11,제주특별자치도,064-710-2352,33.505636,126.519777,2019-08-31
제주여자중고등학교(광양방면) (제주중앙여자고등학교(광양방면)방면),북쪽 정류장 인근 IP주,제주특별자치도,제주시,교통시설,KT,Jeju Free WiFI,Nov-18,제주특별자치도 제주시 간월동로 6,제주특별자치도 제주시 아라2동 1370-4,제주특별자치도,064-710-2352,33.4850323,126.543156,2019-08-31
김만덕객주,입구 동쪽 IP주 상단,제주특별자치도,제주시,관광,KT,Jeju Free WiFI,Jun-19,제주특별자치도 제주시 건입동 1297,,제주특별자치도,064-710-2352,33.516659,126.532184,2019-08-31
김만덕객주,만덕고가 안거리 CCTV POLE 상단,제주특별자치도,제주시,관광,KT,Jeju Free WiFI,Jun-19,제주특별자치도 제주시 건입동 1297,,제주특별자치도,064-710-2352,33.516447,126.532227,2019-08-31
김만덕객주,객주 안거리 CCTV POLE 상단,제주특별자치도,제주시,관광,KT,Jeju Free WiFI,Jun-19,제주특별자치도 제주시 건입동 1297,,제주특별자치도,064-710-2352,33.516206,126.532109,2019-08-31
제주항여객터미널,주차장요금정산소 IP주,제주특별자치도,제주시,교통시설,KT,Jeju Free WiFI,Jun-19,제주특별자치도 제주시 임항로 111,제주특별자치도 제주시 건입동 918-25,제주특별자치도,064-710-2352,33.519447,126.533394,2019-08-31
동부보건소,2층 베란다,제주특별자치도,제주시,교통시설,KT,Jeju Free WiFI,Jun-19,제주특별자치도 제주시 김녕로14길 6,제주특별자치도 제주시 구좌읍 김녕리 1696,제주특별자치도,064-710-2352,33.554365,126.751462,2019-08-31
동부농업기술센터,전기차충전소인근 IP주,제주특별자치도,제주시,교통시설,KT,Jeju Free WiFI,Jun-19,제주특별자치도 제주시 김녕남6길 8,제주특별자치도 제주시 구좌읍 김녕리 1892,제주특별자치도,064-710-2352,33.550461,126.750545,2019-08-31
노형삼다아파트 앞 공영주차장,전기차충전소인근 IP주,제주특별자치도,제주시,교통시설,KT,Jeju Free WiFI,Jun-19,제주특별자치도 제주시 노형동 1282-1,,제주특별자치도,064-710-2352,33.486426,126.477939,2019-08-31
제주민속오일장,남쪽입구 화장실 처마,제주특별자치도,제주시,지역문화시설,KT,Jeju Free WiFI,Jun-19,제주특별자치도 제주시 오일장서길 26,제주특별자치도 제주시 도두일동 1212,제주특별자치도,064-710-2352,33.495949,126.4747907,2019-08-31
제주민속오일장,남쪽입구 화장실 처마,제주특별자치도,제주시,지역문화시설,KT,Jeju Free WiFI,Jun-19,제주특별자치도 제주시 오일장서길 26,제주특별자치도 제주시 도두일동 1212,제주특별자치도,064-710-2352,33.495949,126.4747907,2019-08-31
도두동주민센터,전기차충전소인근 IP주,제주특별자치도,제주시,교통시설,KT,Jeju Free WiFI,Jun-19,제주특별자치도 제주시 도두1길 9-1,제주특별자치도 제주시 도두일동 1987-1,제주특별자치도,064-710-2352,33.503015,126.468241,2019-08-31
삼양동 공영주차장,전기차충전소인근 CCTV,제주특별자치도,제주시,교통시설,KT,Jeju Free WiFI,Jun-19,제주특별자치도 제주시 삼양2동 2176-13,,제주특별자치도,064-710-2352,33.519904,126.582733,2019-08-31
인재개발원,전기차충전소 옆 벽면,제주특별자치도,제주시,교통시설,KT,Jeju Free WiFI,Jun-19,제주특별자치도 제주시 산천단동길 26,제주특별자치도 제주시 아라1동 368-20,제주특별자치도,064-710-2352,33.447092,126.559069,2019-08-31
제주대학교(학생주차장,전기차충전소인근 IP주,제주특별자치도,제주시,교통시설,KT,Jeju Free WiFI,Jun-19,제주특별자치도 제주시 제주대학로 102,제주특별자치도 제주시 아라일동 1,제주특별자치도,064-710-2352,33.459146,126.562787,2019-08-31
하귀농협 장례식장,전기차충전소인근 IP주,제주특별자치도,제주시,교통시설,KT,Jeju Free WiFI,Jun-19,제주특별자치도 제주시 애조로 405,제주특별자치도 제주시 애월읍 광령리 3672-1,제주특별자치도,064-710-2352,33.4730618,126.426529,2019-08-31
봉성리 종합복지회관,전기차충전소인근 IP주,제주특별자치도,제주시,교통시설,KT,Jeju Free WiFI,Jun-19,제주특별자치도 제주시 봉성로 105,제주특별자치도 제주시 애월읍 봉성리 3808-6,제주특별자치도,064-710-2352,33.422308,126.312646,2019-08-31
항파두리 항몽유적지,전시관 1층 천정,제주특별자치도,제주시,관광,KT,Jeju Free WiFI,Jun-19,제주특별자치도 제주시 항파두리로 50,제주특별자치도 제주시 애월읍 상귀리 1012,제주특별자치도,064-710-2352,33.452777,126.407411,2019-08-31
하귀농협 복지센터,전기차충전소 비가림벽면,제주특별자치도,제주시,교통시설,KT,Jeju Free WiFI,Jun-19,제주특별자치도 제주시 일주서로 7020,제주특별자치도 제주시 애월읍 하귀2리 1763-1,제주특별자치도,064-710-2352,33.481756,126.401181,2019-08-31
제주도 교육청,전기차충전소인근 IP주,제주특별자치도,제주시,교통시설,KT,Jeju Free WiFI,Jun-19,제주특별자치도 제주시 문연로 5,제주특별자치도 제주시 연동 311-46,제주특별자치도,064-710-2352,33.490576,126.497544,2019-08-31
제주도청 2청사 후문 공영주차장,전기차충전소인근 IP주,제주특별자치도,제주시,교통시설,KT,Jeju Free WiFI,Jun-19,제주특별자치도 제주시 연동 322-8,,제주특별자치도,064-710-2352,33.488233,126.500163,2019-08-31
제주종합경기장,관리소 좌측 첫번째 가로등,제주특별자치도,제주시,지역문화시설,KT,Jeju Free WiFI,Jun-19,제주특별자치도 제주시 서광로2길 24,제주특별자치도 제주시 오라일동 1137,제주특별자치도,064-710-2352,33.495572,126.517187,2019-08-31
제주종합경기장,관리소 우측 세번째 가로등,제주특별자치도,제주시,지역문화시설,KT,Jeju Free WiFI,Jun-19,제주특별자치도 제주시 서광로2길 24,제주특별자치도 제주시 오라일동 1137,제주특별자치도,064-710-2352,33.495572,126.517187,2019-08-31
외도1동 공영주차장,전기차충전소인근 IP주,제주특별자치도,제주시,교통시설,KT,Jeju Free WiFI,Jun-19,제주특별자치도 제주시 외도1동 497-16,,제주특별자치도,064-710-2352,33.48765,126.429739,2019-08-31
이도2동공영주차장,공영주차장 1층 벽면,제주특별자치도,제주시,교통시설,KT,Jeju Free WiFI,Jun-19,제주특별자치도 제주시 오복3길 9,제주특별자치도 제주시 이도이동 1052-2,제주특별자치도,064-710-2352,33.49678952,126.535102,2019-08-31
민속자연사박물관,매표소 지붕 주차장 방향,제주특별자치도,제주시,관광,KT,Jeju Free WiFI,Jun-19,제주특별자치도 제주시 삼성로 40,제주특별자치도 제주시 일도2동 996-1,제주특별자치도,064-710-2352,33.5061399,126.530715,2019-08-31
민속자연사박물관,매표소 지붕 안쪽광장 방향,제주특별자치도,제주시,관광,KT,Jeju Free WiFI,Jun-19,제주특별자치도 제주시 삼성로 40,제주특별자치도 제주시 일도2동 996-1,제주특별자치도,064-710-2352,33.5061399,126.530715,2019-08-31
서부소방서,전기차충전소인근 IP주,제주특별자치도,제주시,교통시설,KT,Jeju Free WiFI,Jun-19,제주특별자치도 제주시 한림중앙로 150,제주특별자치도 제주시 한림읍 동명리 663,제주특별자치도,064-710-2352,33.402906,126.270066,2019-08-31
화북2동 공영주차장,전기차충전소인근 CCTV,제주특별자치도,제주시,교통시설,KT,Jeju Free WiFI,Jun-19,제주특별자치도 제주시 화북2동 3378-4,,제주특별자치도,064-710-2352,33.508559,126.560838,2019-08-31
대정 문화체육센터,오른쪽 통신주,제주특별자치도,서귀포시,교통시설,KT,Jeju Free WiFI,Jun-19,제주특별자치도 서귀포시 대정읍 동일리 3171,,제주특별자치도,064-710-2352,33.263959,126.23633,2019-08-31
제주 영어교육도시 주차타워,주차타워 벽면,제주특별자치도,서귀포시,교통시설,KT,Jeju Free WiFI,Jun-19,제주특별자치도 서귀포시 대정읍 글로벌에듀로 370,제주특별자치도 서귀포시 대정읍 보성리 2477,제주특별자치도,064-710-2352,33.280646,126.277776,2019-08-31
안덕 청소년 문화의 집,청소년 문화의집 벽면,제주특별자치도,서귀포시,교통시설,KT,Jeju Free WiFI,Jun-19,제주특별자치도 서귀포시 안덕면 화순로56번길 20,제주특별자치도 서귀포시 안덕면 화순리 1298-13,제주특별자치도,064-710-2352,33.2495585,126.3371369,2019-08-31
영실매표소,관리사무소 벽면,제주특별자치도,서귀포시,교통시설,KT,Jeju Free WiFI,Jun-19,제주특별자치도 서귀포시 영실로 495 (하원동),제주특별자치도 서귀포시 하원동 산1-1,제주특별자치도,064-710-2352,33.340118,126.480614,2019-08-31
대천동주민센터,IP주,제주특별자치도,서귀포시,교통시설,KT,Jeju Free WiFI,Jun-19,제주특별자치도 서귀포시 도순로 44 (도순동),제주특별자치도 서귀포시 도순동 272-1,제주특별자치도,064-710-2352,33.250608,126.478087,2019-08-31
정방동 공영주차장,4층 충전기 옆 가로등,제주특별자치도,서귀포시,교통시설,KT,Jeju Free WiFI,Jun-19,제주특별자치도 서귀포시 서귀동 403-3,,제주특별자치도,064-710-2352,33.247685,126.565855,2019-08-31
(재)테크노파크 생물종다양성연구소,고속충전기 오른쪽 IP 주,제주특별자치도,서귀포시,교통시설,KT,Jeju Free WiFI,Jun-19,제주특별자치도 서귀포시 남원읍 신례동로 338,제주특별자치도 서귀포시 남원읍 신례리 2162-43,제주특별자치도,064-710-2352,33.315716,126.633918,2019-08-31
위미의례회관,충전기 오른쪽 IP주,제주특별자치도,서귀포시,교통시설,KT,Jeju Free WiFI,Jun-19,제주특별자치도 서귀포시 남원읍 중산간동로 6862,제주특별자치도 서귀포시 남원읍 위미리 2546-1,제주특별자치도,064-710-2352,33.289545,126.657604,2019-08-31
신산청소년문화의집,청소년 문화의집 벽면,제주특별자치도,서귀포시,교통시설,KT,Jeju Free WiFI,Jun-19,제주특별자치도 서귀포시 성산읍 일주동로 5101-1,,제주특별자치도,064-710-2352,33.381199,126.8773508,2019-08-31
1100고지 휴게소,안내소 실내,제주특별자치도,서귀포시,관광,KT,Jeju Free WiFI,Jun-19,제주특별자치도 서귀포시 색달동 산 1-1,,제주특별자치도,064-710-2352,33.357624,126.463072,2019-08-31
송악도서관,1층 부모님휴게실,제주특별자치도,서귀포시,관공서,KT,Jeju Free WiFI,Jun-19,제주특별자치도 서귀포시 대정읍 동일하모로149번길 12,제주특별자치도 서귀포시 대정읍 하모리 1252-1,제주특별자치도,064-710-2352,33.226627,126.248601,2019-08-31
송악도서관,1층 자료실 검색대,제주특별자치도,서귀포시,관공서,KT,Jeju Free WiFI,Jun-19,제주특별자치도 서귀포시 대정읍 동일하모로149번길 12,제주특별자치도 서귀포시 대정읍 하모리 1252-1,제주특별자치도,064-710-2352,33.226627,126.248601,2019-08-31
송악도서관,2층 휴게공간,제주특별자치도,서귀포시,관공서,KT,Jeju Free WiFI,Jun-19,제주특별자치도 서귀포시 대정읍 동일하모로149번길 12,제주특별자치도 서귀포시 대정읍 하모리 1252-1,제주특별자치도,064-710-2352,33.226627,126.248601,2019-08-31
세화어린이공원,CCTV POLE,제주특별자치도,제주시,지역문화시설,KT,Jeju Free WiFI,Jun-19,제주특별자치도 제주시 구좌읍 세화리 3645-1,,제주특별자치도,064-710-2352,33.526179,126.854632,2019-08-31
연동공원,화장실 벽면,제주특별자치도,제주시,지역문화시설,KT,Jeju Free WiFI,Jun-19,제주특별자치도 제주시 신광로12길 17 (연동),제주특별자치도 제주시 연동 1369,제주특별자치도,064-710-2352,33.482256,126.489255,2019-08-31
46호공원,CCTV POLE,제주특별자치도,제주시,지역문화시설,KT,Jeju Free WiFI,Jun-19,제주특별자치도 제주시 연동 1962-1,,제주특별자치도,064-710-2352,33.490382,126.484411,2019-08-31
46호공원,CCTV POLE,제주특별자치도,제주시,지역문화시설,KT,Jeju Free WiFI,Jun-19,제주특별자치도 제주시 연동 1962-1,,제주특별자치도,064-710-2352,33.490382,126.484411,2019-08-31
삼다공원,교육청 서쪽 클린하우스 pole,제주특별자치도,제주시,지역문화시설,KT,Jeju Free WiFI,Jun-19,제주특별자치도 제주시 연동 301-15,,제주특별자치도,064-710-2352,33.490611,126.49748,2019-08-31
장수물공원,CCTV POLE,제주특별자치도,제주시,지역문화시설,KT,Jeju Free WiFI,Jun-19,제주특별자치도 제주시 연동 310-33,,제주특별자치도,064-710-2352,33.491728,126.498839,2019-08-31
17호공원,CCTV POLE,제주특별자치도,제주시,지역문화시설,KT,Jeju Free WiFI,Jun-19,제주특별자치도 제주시 천수동로2길 29,제주특별자치도 제주시 일도2동 372-18,제주특별자치도,064-710-2352,33.508421,126.543805,2019-08-31
41호공원,CCTV POLE,제주특별자치도,제주시,지역문화시설,KT,Jeju Free WiFI,Jun-19,제주특별자치도 제주시 연수로1길 28,제주특별자치도 제주시 일도2동 65,제주특별자치도,064-710-2352,33.5019242,126.545355,2019-08-31
42호공원,CCTV POLE,제주특별자치도,제주시,지역문화시설,KT,Jeju Free WiFI,Jun-19,제주특별자치도 제주시 태성로3길 15,제주특별자치도 제주시 일도2동 87-12,제주특별자치도,064-710-2352,33.499988,126.546861,2019-08-31
79호공원,공원입구 CCTV POLE,제주특별자치도,제주시,지역문화시설,KT,Jeju Free WiFI,Jun-19,제주특별자치도 제주시 화북1동 1957,,제주특별자치도,064-710-2352,33.521598,126.564566,2019-08-31
79호공원,공원위쪽 CCTV POLE,제주특별자치도,제주시,지역문화시설,KT,Jeju Free WiFI,Jun-19,제주특별자치도 제주시 화북1동 1957,,제주특별자치도,064-710-2352,33.521598,126.564566,2019-08-31
연동공원,경로당 남쪽 가로등,제주특별자치도,제주시,지역문화시설,KT,Jeju Free WiFI,Jun-19,제주특별자치도 제주시 신광로12길 17 (연동),제주특별자치도 제주시 연동 1369,제주특별자치도,064-710-2352,33.482421,126.487933,2019-08-31
연동공원,경로당 남쪽 가로등,제주특별자치도,제주시,지역문화시설,KT,Jeju Free WiFI,Jun-19,제주특별자치도 제주시 신광로12길 17 (연동),제주특별자치도 제주시 연동 1369,제주특별자치도,064-710-2352,33.482421,126.487933,2019-08-31
굴왓공원,방범 CCTV 폴-동남,제주특별자치도,서귀포시,지역문화시설,KT,Jeju Free WiFI,Jun-19,제주특별자치도 서귀포시 중앙로150번길 26 (동홍동),제주특별자치도 서귀포시 동홍동 1383-2,제주특별자치도,064-710-2352,33.259706,126.5621427,2019-08-31
굴왓공원,KT전주-서남,제주특별자치도,서귀포시,지역문화시설,KT,Jeju Free WiFI,Jun-19,제주특별자치도 서귀포시 중앙로150번길 26 (동홍동),제주특별자치도 서귀포시 동홍동 1383-2,제주특별자치도,064-710-2352,33.259706,126.5621427,2019-08-31
태평공원,방범 CCTV 폴,제주특별자치도,서귀포시,지역문화시설,KT,Jeju Free WiFI,Jun-19,제주특별자치도 서귀포시 동홍중앙로7번길 19 (동홍동),제주특별자치도 서귀포시 동홍동 402-4,제주특별자치도,064-710-2352,33.25129639,126.570541,2019-08-31
양지공원,방범 CCTV 폴,제주특별자치도,서귀포시,지역문화시설,KT,Jeju Free WiFI,Jun-19,제주특별자치도 서귀포시 동홍동 420-1,,제주특별자치도,064-710-2352,33.256397,126.575696,2019-08-31
여명공원,방범 CCTV 폴,제주특별자치도,서귀포시,지역문화시설,KT,Jeju Free WiFI,Jun-19,제주특별자치도 서귀포시 동홍동 435-4,,제주특별자치도,064-710-2352,33.25593,126.573414,2019-08-31
태양공원,방범 CCTV 폴,제주특별자치도,서귀포시,지역문화시설,KT,Jeju Free WiFI,Jun-19,제주특별자치도 서귀포시 동홍동 82-2,,제주특별자치도,064-710-2352,33.257771,126.573424,2019-08-31
희망공원,방범 CCTV 폴,제주특별자치도,서귀포시,지역문화시설,KT,Jeju Free WiFI,Jun-19,제주특별자치도 서귀포시 동홍동 87-4,,제주특별자치도,064-710-2352,33.257942,126.570778,2019-08-31
제석공원,방범 CCTV 폴-동남,제주특별자치도,서귀포시,지역문화시설,KT,Jeju Free WiFI,Jun-19,제주특별자치도 서귀포시 서귀동 165-1,,제주특별자치도,064-710-2352,33.246095,126.566356,2019-08-31
제석공원,가로등-북동,제주특별자치도,서귀포시,지역문화시설,KT,Jeju Free WiFI,Jun-19,제주특별자치도 서귀포시 서귀동 165-1,,제주특별자치도,064-710-2352,33.246089,126.56638,2019-08-31
천지공원,방범 CCTV 폴,제주특별자치도,서귀포시,지역문화시설,KT,Jeju Free WiFI,Jun-19,제주특별자치도 서귀포시 서귀동 304-4,,제주특별자치도,064-710-2352,33.250879,126.558378,2019-08-31
정모시공원,정방사 건너 방범 CCTV 폴,제주특별자치도,서귀포시,지역문화시설,KT,Jeju Free WiFI,Jun-19,제주특별자치도 서귀포시 서귀동 109,,제주특별자치도,064-710-2352,33.246655,126.571807,2019-08-31
정모시공원,정방사 건너 가로등,제주특별자치도,서귀포시,지역문화시설,KT,Jeju Free WiFI,Jun-19,제주특별자치도 서귀포시 서귀동 109,,제주특별자치도,064-710-2352,33.246638,126.571793,2019-08-31
정모시공원,공원 입구 가로등 IP주,제주특별자치도,서귀포시,지역문화시설,KT,Jeju Free WiFI,Jun-19,제주특별자치도 서귀포시 서귀동 108,,제주특별자치도,064-710-2352,33.245794,126.570961,2019-08-31
세화공원,CCTV POLE,제주특별자치도,제주시,지역문화시설,KT,Jeju Free WiFI,Jul-19,제주특별자치도 제주시 구좌읍 해녀박물관길 26,제주특별자치도 제주시 구좌읍 상도리 471-32,제주특별자치도,064-710-2352,33.521113,126.863347,2019-08-31
세화공원,CCTV POLE,제주특별자치도,제주시,지역문화시설,KT,Jeju Free WiFI,Jul-19,제주특별자치도 제주시 구좌읍 해녀박물관길 26,제주특별자치도 제주시 구좌읍 상도리 471-32,제주특별자치도,064-710-2352,33.521113,126.863347,2019-08-31
삼화제6근린공원,CCTV POLE,제주특별자치도,제주시,지역문화시설,KT,Jeju Free WiFI,Jul-19,제주특별자치도 제주시 도련1동 1912,,제주특별자치도,064-710-2352,33.512816,126.58393,2019-08-31
제원어린이공원,CCTV POLE,제주특별자치도,제주시,지역문화시설,KT,Jeju Free WiFI,Jul-19,제주특별자치도 제주시 제원3길 31-1,제주특별자치도 제주시 연동 252-23,제주특별자치도,064-710-2352,33.487413,126.486599,2019-08-31
만세공원,CCTV POLE,제주특별자치도,제주시,지역문화시설,KT,Jeju Free WiFI,Jul-19,제주특별자치도 제주시 조천읍 조천리 1142-1,,제주특별자치도,064-710-2352,33.540111,126.64038,2019-08-31
만세공원,CCTV POLE,제주특별자치도,제주시,지역문화시설,KT,Jeju Free WiFI,Jul-19,제주특별자치도 제주시 조천읍 조천리 1142-1,,제주특별자치도,064-710-2352,33.540111,126.64038,2019-08-31
샘물공원,CCTV POLE,제주특별자치도,제주시,지역문화시설,KT,Jeju Free WiFI,Jul-19,제주특별자치도 제주시 조천읍 함덕리 272-74,,제주특별자치도,064-710-2352,33.540296,126.674853,2019-08-31
함덕1호어린이공원,CCTV POLE,제주특별자치도,제주시,지역문화시설,KT,Jeju Free WiFI,Jul-19,제주특별자치도 제주시 조천읍 함덕리 4154-3,,제주특별자치도,064-710-2352,33.53914,126.676092,2019-08-31
80호공원,CCTV POLE,제주특별자치도,제주시,지역문화시설,KT,Jeju Free WiFI,Jul-19,제주특별자치도 제주시 화북1동 1972-9,,제주특별자치도,064-710-2352,33.519513,126.56747,2019-08-31
사라봉[북] (사라봉오거리방면),정류장 천정,제주특별자치도,제주시,교통시설,KT,Jeju Free WiFI,Jun-19,제주특별자치도 제주시 건입동 566,,제주특별자치도,064-710-2352,33.513115,126.544748,2019-08-31
김녕리[남] (김녕환승정류장(김녕초등학교)방면),정류장천정,제주특별자치도,제주시,교통시설,KT,Jeju Free WiFI,Jul-19,제주특별자치도 제주시 구좌읍 김녕리 2245,,제주특별자치도,064-710-2352,33.554196,126.74795,2019-08-31
세화리시장2동[북] (평대리동동방면),정류장천정,제주특별자치도,제주시,교통시설,KT,Jeju Free WiFI,Jun-19,제주특별자치도 제주시 구좌읍 세화리 1524-5,,제주특별자치도,064-710-2352,33.523588,126.853749,2019-08-31
평대초등학교[서] (평대리사무소방면),정류장천정,제주특별자치도,제주시,교통시설,KT,Jeju Free WiFI,Jun-19,제주특별자치도 제주시 구좌읍 평대리 1719-8,,제주특별자치도,064-710-2352,33.529335,126.839059,2019-08-31
비자림[북] (메이즈랜드방면),정류장천정,제주특별자치도,제주시,교통시설,KT,Jeju Free WiFI,Jul-19,제주특별자치도 제주시 구좌읍 평대리 3196-3,,제주특별자치도,064-710-2352,33.493136,126.810555,2019-08-31
한동리[동] (한동리서동방면),정류장천정,제주특별자치도,제주시,교통시설,KT,Jeju Free WiFI,Jun-19,제주특별자치도 제주시 구좌읍 한동리 1195-3,,제주특별자치도,064-710-2352,33.537203,126.829559,2019-08-31
행원리[북] (금산목방면),정류장천정,제주특별자치도,제주시,교통시설,KT,Jeju Free WiFI,Jul-19,제주특별자치도 제주시 구좌읍 행원리 728-3,,제주특별자치도,064-710-2352,33.553262,126.807925,2019-08-31
신산마을[남] (현사마을방면),정류장천정,제주특별자치도,제주시,교통시설,KT,Jeju Free WiFI,Jun-19,제주특별자치도 제주시 내도동 274-8,,제주특별자치도,064-710-2352,33.493575,126.445559,2019-08-31
내도동 동마을[남] (신산마을방면),정류장천정,제주특별자치도,제주시,교통시설,KT,Jeju Free WiFI,Jun-19,제주특별자치도 제주시 내도동 310-8,,제주특별자치도,064-710-2352,33.493114,126.442487,2019-08-31
내도동 서마을[북] (외도초등학교방면),정류장천정,제주특별자치도,제주시,교통시설,KT,Jeju Free WiFI,Jun-19,제주특별자치도 제주시 내도동 580-2,,제주특별자치도,064-710-2352,33.494054,126.438535,2019-08-31
내도동 서마을[남] (내도동 동마을방면),정류장천정,제주특별자치도,제주시,교통시설,KT,Jeju Free WiFI,Jun-19,제주특별자치도 제주시 내도동 580-8,,제주특별자치도,064-710-2352,33.49392,126.43863,2019-08-31
노형주공아파트[동] (S중앙병원방면),정류장,제주특별자치도,제주시,교통시설,KT,Jeju Free WiFI,Jul-19,제주특별자치도 제주시 노형동 1238-1,,제주특별자치도,064-710-2352,33.490602,126.474238,2019-08-31
남녕마트[서] (한라병원방면),정류장천정,제주특별자치도,제주시,교통시설,KT,Jeju Free WiFI,Jun-19,제주특별자치도 제주시 남녕로 17,제주특별자치도 제주시 노형동 1273-6,제주특별자치도,064-710-2352,33.4893923,126.482025,2019-08-31
시티주유소 (제주한라대학교방면),정류장천정,제주특별자치도,제주시,교통시설,KT,Jeju Free WiFI,Jun-19,제주특별자치도 제주시 노형동 765,,제주특별자치도,064-710-2352,33.476372,126.479617,2019-08-31
수선화아파트[서] (이도초등학교방면),정류장 천정,제주특별자치도,제주시,교통시설,KT,Jeju Free WiFI,Jul-19,제주특별자치도 제주시 도남로 130,제주특별자치도 제주시 도남동 96,제주특별자치도,064-710-2352,33.489035,126.5296446,2019-08-31
